candidate_name,candidate_id,election,office
"GARCIA, EDUARDO",1355371,2014 GENERAL,ASSEMBLY 56
"BENNETT JR, CHARLES H.",,2014 GENERAL,ASSEMBLY 56
"CALDERON, IAN",1336511,2014 GENERAL,ASSEMBLY 57
"TOPALIAN, RITA H.",1259659,2014 GENERAL,ASSEMBLY 57
"GARCIA, CRISTINA",1343926,2014 GENERAL,ASSEMBLY 58
"JONES-SAWYER SR., REGINALD BYRON",1317870,2014 GENERAL,ASSEMBLY 59
"LINDER, ERIC",1345603,2014 GENERAL,ASSEMBLY 60
"PARK, KEN",1367073,2014 GENERAL,ASSEMBLY 60
"ARANDA, RUDY",1301595,2014 GENERAL,ASSEMBLY 61
"MEDINA, JOSE J.",1005789,2014 GENERAL,ASSEMBLY 61
"BURKE, AUTUMN",1357823,2014 GENERAL,ASSEMBLY 62
"GROSE, TED",1361796,2014 GENERAL,ASSEMBLY 62
"MILLER, ADAM J.",1365738,2014 GENERAL,ASSEMBLY 63
"RENDON, ANTHONY",1335212,2014 GENERAL,ASSEMBLY 63
"GIPSON, MIKE",1299805,2014 GENERAL,ASSEMBLY 64
"WALKER, PROPHET L.",1357980,2014 GENERAL,ASSEMBLY 64
"KIM, YOUNG O.",1358869,2014 GENERAL,ASSEMBLY 65
"QUIRK-SILVA, SHARON",1345707,2014 GENERAL,ASSEMBLY 65
"HADLEY, DAVID F.",1359993,2014 GENERAL,ASSEMBLY 66
"MURATSUCHI, AL",1315952,2014 GENERAL,ASSEMBLY 66
"MELENDEZ, MELISSA",1340675,2014 GENERAL,ASSEMBLY 67
"MELTON, CONRAD L",,2014 GENERAL,ASSEMBLY 67
"WAGNER, DON",1260382,2014 GENERAL,ASSEMBLY 68
"CAMERON, ANNE",,2014 GENERAL,ASSEMBLY 68
"DALY, TOM",1341148,2014 GENERAL,ASSEMBLY 69
"WALKER, SHERRY",1365739,2014 GENERAL,ASSEMBLY 69
"GOYA, JOHN C.",1358230,2014 GENERAL,ASSEMBLY 70
"O'DONNELL, PATRICK",1296270,2014 GENERAL,ASSEMBLY 70
"JONES, BRIAN W.",1319720,2014 GENERAL,ASSEMBLY 71
"TEORA, ANTHONY",,2014 GENERAL,ASSEMBLY 71
"ALLEN, TRAVIS",1345834,2014 GENERAL,ASSEMBLY 72
"BLOCK, JOEL",1364662,2014 GENERAL,ASSEMBLY 72
"BROUGH, BILL",1356165,2014 GENERAL,ASSEMBLY 73
"GABRIELLA, WENDY B.",1359654,2014 GENERAL,ASSEMBLY 73
"CURRY, KEITH",1362287,2014 GENERAL,ASSEMBLY 74
"HARPER, MATTHEW",1341264,2014 GENERAL,ASSEMBLY 74
"WALDRON, MARIE",1273672,2014 GENERAL,ASSEMBLY 75
"SHESTOPLE, NICHOLAS",,2014 GENERAL,ASSEMBLY 75
"CHAVEZ, ROCKY",1339551,2014 GENERAL,ASSEMBLY 76
"KROUSE, THOMAS",1367077,2014 GENERAL,ASSEMBLY 76
"MAIENSCHEIN, BRIAN",1339637,2014 GENERAL,ASSEMBLY 77
"HERNANDEZ, RUBEN",,2014 GENERAL,ASSEMBLY 77
"ATKINS, TONI G.",1314678,2014 GENERAL,ASSEMBLY 78
"DECKER, BARBARA V.",1365230,2014 GENERAL,ASSEMBLY 78
"WEBER, SHIRLEY N.",1342820,2014 GENERAL,ASSEMBLY 79
"WILLIAMS, GEORGE R.",,2014 GENERAL,ASSEMBLY 79
"GONZALEZ, LORENA S.",1353845,2014 GENERAL,ASSEMBLY 80
"GAINES, EDWARD T",1265444,2012 GENERAL,STATE SENATE 01
"GRIFFITH-FLATTER, JULIE",,2012 GENERAL,STATE SENATE 01
"MIRANDA, FRANK",1347838,2012 GENERAL,STATE SENATE 03
"WOLK, LOIS",1235630,2012 GENERAL,STATE SENATE 03
"BERRYHILL, WILLIAM R.",1291444,2012 GENERAL,STATE SENATE 05
"GALGIANI, CATHLEEN",1273495,2012 GENERAL,STATE SENATE 05
"DE SAULNIER, MARK",1236046,2012 GENERAL,STATE SENATE 07
"MEUSER, MARK P.",1345949,2012 GENERAL,STATE SENATE 07
"HANCOCK, LONI",1238901,2012 GENERAL,STATE SENATE 09
"MC ILROY, MARY CATHERINE",,2012 GENERAL,STATE SENATE 09
"DHILLON, HARMEET K.",1304545,2012 GENERAL,STATE SENATE 11
"LENO, MARK",1226645,2012 GENERAL,STATE SENATE 11
"HILL, JERRY A.",1290757,2012 GENERAL,STATE SENATE 13
"LIEBER, SALLY",1231723,2012 GENERAL,STATE SENATE 13
"BEALL, JIM",1251768,2012 GENERAL,STATE SENATE 15
"COTO, JOE",1253525,2012 GENERAL,STATE SENATE 15
"MONNING, WILLIAM W.",1297947,2012 GENERAL,STATE SENATE 17
"BEAMAN, LARRY G.",,2012 GENERAL,STATE SENATE 17
"JACKSON, HANNAH-BETH",1005197,2012 GENERAL,STATE SENATE 19
"STOKER, MIKE",1319188,2012 GENERAL,STATE SENATE 19
"KNIGHT, STEVE",1295329,2012 GENERAL,STATE SENATE 21
"MOFFATT, STAR",,2012 GENERAL,STATE SENATE 21
"EMMERSON, BILL",1261353,2012 GENERAL,STATE SENATE 23
"O'DONNELL, MELISSA R.",,2012 GENERAL,STATE SENATE 23
"GONZALES, GILBERT V.",1345773,2012 GENERAL,STATE SENATE 25
"LIU, CAROL",1005704,2012 GENERAL,STATE SENATE 25
"PAVLEY, FRAN",1005757,2012 GENERAL,STATE SENATE 27
"ZINK, TODD",1345540,2012 GENERAL,STATE SENATE 27
"HUFF, ROBERT 'BOB'",1005380,2012 GENERAL,STATE SENATE 29
"DIAMOND, GREGORY A.",,2012 GENERAL,STATE SENATE 29
"MILLER, JEFF",1224578,2012 GENERAL,STATE SENATE 31
"ROTH, RICHARD D.",1343716,2012 GENERAL,STATE SENATE 31
"LARA, RICARDO",1304215,2012 GENERAL,STATE SENATE 33
"CHAUSER, LEE H.",,2012 GENERAL,STATE SENATE 33
"SVOLOS, CHARLOTTE A.",1344995,2012 GENERAL,STATE SENATE 35
"WRIGHT, RODERICK ""ROD""",1005448,2012 GENERAL,STATE SENATE 35
"WALTERS, MIMI",1251751,2012 GENERAL,STATE SENATE 37
"YOUNG, STEVEN RAY",1346106,2012 GENERAL,STATE SENATE 37
"BLOCK, MARTY J.",1294014,2012 GENERAL,STATE SENATE 39
"PLESCIA, GEORGE A.",1240145,2012 GENERAL,STATE SENATE 39
"BOSETTI, RICK A.",1342077,2012 GENERAL,ASSEMBLY 01
"DAHLE, BRIAN",1224716,2012 GENERAL,ASSEMBLY 01
"BABICH, MICHAEL",,2012 GENERAL,ASSEMBLY 01
"CHESBRO, WESLEY",1005209,2012 GENERAL,ASSEMBLY 02
"LYNCH, THOMAS DEAN",,2012 GENERAL,ASSEMBLY 02
"LOGUE, DANIEL R.",1292895,2012 GENERAL,ASSEMBLY 03
"ROUSE, CHARLES E.",1344872,2012 GENERAL,ASSEMBLY 03
"MUNN, JOHN R.",1005833,2012 GENERAL,ASSEMBLY 04
"YAMADA, MARIKO M.",1295701,2012 GENERAL,ASSEMBLY 04
"BIGELOW, FRANK",1342402,2012 GENERAL,ASSEMBLY 05
"OLLER, THOMAS",1004843,2012 GENERAL,ASSEMBLY 05
"GAINES, BETH B.",1335196,2012 GENERAL,ASSEMBLY 06
"PUGNO, ANDREW",1318501,2012 GENERAL,ASSEMBLY 06
"DICKINSON, ROGER",1251341,2012 GENERAL,ASSEMBLY 07
"ZACHARIOU, JONATHAN",1345692,2012 GENERAL,ASSEMBLY 07
"TATEISHI, PETER",1341059,2012 GENERAL,ASSEMBLY 08
"AMADOR, ANTONIO (TONY)",1343851,2012 GENERAL,ASSEMBLY 09
"PAN, RICHARD",1319205,2012 GENERAL,ASSEMBLY 09
"ALLEN, MICHAEL J.",1317458,2012 GENERAL,ASSEMBLY 10
"LEVINE, MARC",1338897,2012 GENERAL,ASSEMBLY 10
"FRAZIER JR., JAMES L.",1341572,2012 GENERAL,ASSEMBLY 11
"HUDSON, MICHAEL J.",1342403,2012 GENERAL,ASSEMBLY 11
"OLSEN, KRISTIN M.",1323478,2012 GENERAL,ASSEMBLY 12
"MATEO, CHRISTOPHER A.",,2012 GENERAL,ASSEMBLY 12
"EGGMAN, SUSAN",1337454,2012 GENERAL,ASSEMBLY 13
"JAFRI, KHALID JEFFREY",1346351,2012 GENERAL,ASSEMBLY 13
"BONILLA, SUSAN",1315657,2012 GENERAL,ASSEMBLY 14
"SKINNER, NANCY",1303644,2012 GENERAL,ASSEMBLY 15
"RUYLE, EUGENE E.",,2012 GENERAL,ASSEMBLY 15
"BUCHANAN, JOAN",1299400,2012 GENERAL,ASSEMBLY 16
"PHILLIPS, ESTES A.",,2012 GENERAL,ASSEMBLY 16
"AMMIANO, TOM",1290517,2012 GENERAL,ASSEMBLY 17
"CLARK, JASON P.",1345820,2012 GENERAL,ASSEMBLY 17
"BONTA, ROB",1339733,2012 GENERAL,ASSEMBLY 18
"GUILLEN, ABEL",1338643,2012 GENERAL,ASSEMBLY 18
"BREYER, MICHAEL C.",1345758,2012 GENERAL,ASSEMBLY 19
"TING, PHIL",1343138,2012 GENERAL,ASSEMBLY 19
"ONG, JENNIFER",1337035,2012 GENERAL,ASSEMBLY 20
"QUIRK, BILL (WILLIAM J.)",1336944,2012 GENERAL,ASSEMBLY 20
"GRAY, ADAM C.",1315410,2012 GENERAL,ASSEMBLY 21
"MOBLEY JR., JACK M.",1294243,2012 GENERAL,ASSEMBLY 21
"MULLIN, KEVIN",1342937,2012 GENERAL,ASSEMBLY 22
"GILHAM, MARK H.",,2012 GENERAL,ASSEMBLY 22
"PATTERSON, JIM",1346007,2012 GENERAL,ASSEMBLY 23
"WHALEN, ROBERT",1305348,2012 GENERAL,ASSEMBLY 23
"GORDON, RICHARD S.",1316724,2012 GENERAL,ASSEMBLY 24
"YANG, CHENGZHI ""GEORGE""",1325753,2012 GENERAL,ASSEMBLY 24
"WIECKOWSKI, ROBERT",1315744,2012 GENERAL,ASSEMBLY 25
"DIAMOND, ARLYNE M.",,2012 GENERAL,ASSEMBLY 25
"CONWAY, CONNIE",1224866,2012 GENERAL,ASSEMBLY 26
"SOSA, JONATHON LOUIS",,2012 GENERAL,ASSEMBLY 26
"CAMPOS, NORA",1318599,2012 GENERAL,ASSEMBLY 27
"LASSON, ROGER F.",,2012 GENERAL,ASSEMBLY 27
"FONG, PAUL",1296276,2012 GENERAL,ASSEMBLY 28
"WALSH, CHAD R.",1341787,2012 GENERAL,ASSEMBLY 28
"STONE, MARK",1340922,2012 GENERAL,ASSEMBLY 29
"WALSH, TOM P.",,2012 GENERAL,ASSEMBLY 29
"ALEJO, LUIS",1318708,2012 GENERAL,ASSEMBLY 30
"BERNOSKY, ROBERT E.",1322746,2012 GENERAL,ASSEMBLY 30
"BENNETT, JAMES D.",1347841,2012 GENERAL,ASSEMBLY 31
"PEREA, HENRY T.",1235519,2012 GENERAL,ASSEMBLY 31
"RIOS, PEDRO AYON",1343678,2012 GENERAL,ASSEMBLY 32
"SALAS JR., RUDY",1340989,2012 GENERAL,ASSEMBLY 32
"DONNELLY, TIM",1324846,2012 GENERAL,ASSEMBLY 33
"COFFEY, JOHN",,2012 GENERAL,ASSEMBLY 33
"GROVE, SHANNON",1325437,2012 GENERAL,ASSEMBLY 34
"GOODMAN, VIRGINIA ""MARI""",,2012 GENERAL,ASSEMBLY 34
"ACHADJIAN, KHATCHIK",1317317,2012 GENERAL,ASSEMBLY 35
"MANATA, GERALD L.",,2012 GENERAL,ASSEMBLY 35
"FOX, STEVE",1297103,2012 GENERAL,ASSEMBLY 36
"SMITH, RONALD D.",1293675,2012 GENERAL,ASSEMBLY 36
"WALTER, ROBIN T.",1345759,2012 GENERAL,ASSEMBLY 37
"WILLIAMS, DAS",1316434,2012 GENERAL,ASSEMBLY 37
"HEADINGTON, EDWARD W.",1340991,2012 GENERAL,ASSEMBLY 38
"WILK, SCOTT T.",1339656,2012 GENERAL,ASSEMBLY 38
"ALARCON, RICHARD",1256876,2012 GENERAL,ASSEMBLY 39
"BOCANEGRA, RAUL",1330049,2012 GENERAL,ASSEMBLY 39
"MORRELL, MICHAEL L.",1252076,2012 GENERAL,ASSEMBLY 40
"WARNER, RUSS H.",1344267,2012 GENERAL,ASSEMBLY 40
"HOLDEN, CHRIS",1336467,2012 GENERAL,ASSEMBLY 41
"LOWE, DONNA",1343149,2012 GENERAL,ASSEMBLY 41
"NESTANDE, BRIAN",1301731,2012 GENERAL,ASSEMBLY 42
"OROZCO, MARK",1339400,2012 GENERAL,ASSEMBLY 42
"GATTO, MIKE",1005008,2012 GENERAL,ASSEMBLY 43
"KRIKORIAN, GREGORY S.",1345524,2012 GENERAL,ASSEMBLY 43
"GORELL, JEFF",1236048,2012 GENERAL,ASSEMBLY 44
"MAC ENERY, EILEEN",,2012 GENERAL,ASSEMBLY 44
"BLUMENFIELD, BOB",1295328,2012 GENERAL,ASSEMBLY 45
"KOLSKI, CHRIS",1346317,2012 GENERAL,ASSEMBLY 45
"NAZARIAN, ADRIN",1323126,2012 GENERAL,ASSEMBLY 46
"STERN, JAY L.",,2012 GENERAL,ASSEMBLY 46
"BACA JR., JOE",1251583,2012 GENERAL,ASSEMBLY 47
"BROWN, CHERYL",1340553,2012 GENERAL,ASSEMBLY 47
"HERNANDEZ, ROGER",1276119,2012 GENERAL,ASSEMBLY 48
"LARA-GARDNER, JOSEPH",1343990,2012 GENERAL,ASSEMBLY 48
"CHAU, EDWIN",1281706,2012 GENERAL,ASSEMBLY 49
"LIN, MATTHEW",1343682,2012 GENERAL,ASSEMBLY 49
"BLOOM, RICHARD",1330273,2012 GENERAL,ASSEMBLY 50
"BUTLER, BETSY",1298929,2012 GENERAL,ASSEMBLY 50
"GOMEZ, JIMMY",1334135,2012 GENERAL,ASSEMBLY 51
"LOPEZ, LUIS",1328641,2012 GENERAL,ASSEMBLY 51
"COBLE, KENNETH E.",1344724,2012 GENERAL,ASSEMBLY 52
"TORRES, NORMA",1226719,2012 GENERAL,ASSEMBLY 52
"PEREZ, JOHN A.",1304250,2012 GENERAL,ASSEMBLY 53
"AGUILAR, JOSE T.",,2012 GENERAL,ASSEMBLY 53
"MITCHELL, HOLLY J.",1307762,2012 GENERAL,ASSEMBLY 54
"MC COWEN, KEITH B.",,2012 GENERAL,ASSEMBLY 54
"HAGMAN, CURT",1297723,2012 GENERAL,ASSEMBLY 55
"PEREZ, V. MANUEL",1304928,2012 GENERAL,ASSEMBLY 56
"REYNAGA-EMETT, CORKY",1343551,2012 GENERAL,ASSEMBLY 56
"CALDERON, IAN",1336511,2012 GENERAL,ASSEMBLY 57
"JAIMES, NOEL A.",1326299,2012 GENERAL,ASSEMBLY 57
"GARCIA, CRISTINA",1343926,2012 GENERAL,ASSEMBLY 58
"KOTZE-RAMOS, PATRICIA A.",,2012 GENERAL,ASSEMBLY 58
"JONES-SAWYER SR., REGINALD BYRON",1317870,2012 GENERAL,ASSEMBLY 59
"ROBINSON, RODNEY D.",,2012 GENERAL,ASSEMBLY 59
"LINDER, ERIC",1345603,2012 GENERAL,ASSEMBLY 60
"PEREZ, JOSE L.",,2012 GENERAL,ASSEMBLY 60
"BATEY, WILLIAM",1005696,2012 GENERAL,ASSEMBLY 61
"MEDINA, JOSE J.",1005789,2012 GENERAL,ASSEMBLY 61
"BRADFORD, STEVEN",1235136,2012 GENERAL,ASSEMBLY 62
"EVANS, MERVIN",,2012 GENERAL,ASSEMBLY 62
"RENDON, ANTHONY",1335212,2012 GENERAL,ASSEMBLY 63
"GUERRERO, JACK M.",,2012 GENERAL,ASSEMBLY 63
"HALL, ISADORE",1276161,2012 GENERAL,ASSEMBLY 64
"NORBY, CHRIS",1005701,2012 GENERAL,ASSEMBLY 65
"QUIRK-SILVA, SHARON",1345707,2012 GENERAL,ASSEMBLY 65
"HUEY, CRAIG",1342938,2012 GENERAL,ASSEMBLY 66
"MURATSUCHI, AL",1315952,2012 GENERAL,ASSEMBLY 66
"MELENDEZ, MELISSA",1340675,2012 GENERAL,ASSEMBLY 67
"PAULE, PHIL",1339613,2012 GENERAL,ASSEMBLY 67
"WAGNER, DON",1260382,2012 GENERAL,ASSEMBLY 68
"AVALOS, CHRISTINA",,2012 GENERAL,ASSEMBLY 68
"DALY, TOM",1341148,2012 GENERAL,ASSEMBLY 69
"MORENO, JOSE L.",,2012 GENERAL,ASSEMBLY 69
"FLORES-GIBSON, MARTHA",1325824,2012 GENERAL,ASSEMBLY 70
"LOWENTHAL, BONNIE",1297235,2012 GENERAL,ASSEMBLY 70
"JONES, BRIAN W.",1319720,2012 GENERAL,ASSEMBLY 71
"HURLEY, PATRICK J.",,2012 GENERAL,ASSEMBLY 71
"ALLEN, TRAVIS",1345834,2012 GENERAL,ASSEMBLY 72
"EDGAR, TROY",1344503,2012 GENERAL,ASSEMBLY 72
"HARKEY, DIANE",1281241,2012 GENERAL,ASSEMBLY 73
"CORBETT, JAMES",,2012 GENERAL,ASSEMBLY 73
"MANSOOR, ALLAN R.",1317797,2012 GENERAL,ASSEMBLY 74
"RUSH, ROBERT L.",1345430,2012 GENERAL,ASSEMBLY 74
"WALDRON, MARIE",1273672,2012 GENERAL,ASSEMBLY 75
"HEROLD, MATTHEW A.",,2012 GENERAL,ASSEMBLY 75
"CHAVEZ, ROCKY",1339551,2012 GENERAL,ASSEMBLY 76
"HODGES, SHERRY M.",1336275,2012 GENERAL,ASSEMBLY 76
"MAIENSCHEIN, BRIAN",1339637,2012 GENERAL,ASSEMBLY 77
"HERNANDEZ JR., RUBEN D. ""RJ""",,2012 GENERAL,ASSEMBLY 77
"ATKINS, TONI G.",1314678,2012 GENERAL,ASSEMBLY 78
"DENNEY, RALPH",1281914,2012 GENERAL,ASSEMBLY 78
"ENGLAND, MARY",1343974,2012 GENERAL,ASSEMBLY 79
"WEBER, SHIRLEY N.",1342820,2012 GENERAL,ASSEMBLY 79
"HUESO, BEN",1315742,2012 GENERAL,ASSEMBLY 80
"ROACH, DERRICK",1305524,2012 GENERAL,ASSEMBLY 80
"BROWN, EDMUND G. (JERRY)",1265530,2010 GENERAL,GOVERNOR 
"NIGHTINGALE, CHELENE H.",1319760,2010 GENERAL,GOVERNOR 
"WHITMAN, MARGARET C.",1315466,2010 GENERAL,GOVERNOR 
"ALVAREZ, CARLOS",,2010 GENERAL,GOVERNOR 
"OGDEN, DALE F.",,2010 GENERAL,GOVERNOR 
"WELLS, LAURA",,2010 GENERAL,GOVERNOR 
"MALDONADO, ABEL",1005389,2010 GENERAL,LIEUTENANT GOVERNOR 
"NEWSOM, GAVIN",1308192,2010 GENERAL,LIEUTENANT GOVERNOR 
"BROWN, PAMELA J.",,2010 GENERAL,LIEUTENANT GOVERNOR 
"CASTILLO, JAMES R.",,2010 GENERAL,LIEUTENANT GOVERNOR 
"KING, JIM",,2010 GENERAL,LIEUTENANT GOVERNOR 
"WEBER, C.T.",,2010 GENERAL,LIEUTENANT GOVERNOR 
"BOWEN, DEBRA",1003952,2010 GENERAL,SECRETARY OF STATE 
"DUNN, DAMON J.",1322751,2010 GENERAL,SECRETARY OF STATE 
"CABRAL, MARYLOU",,2010 GENERAL,SECRETARY OF STATE 
"MENASCHE, ANN E.",,2010 GENERAL,SECRETARY OF STATE 
"SHORT, MERTON D.",,2010 GENERAL,SECRETARY OF STATE 
"TOBIN, CHRISTINA M.",,2010 GENERAL,SECRETARY OF STATE 
"CHIANG, JOHN",1005192,2010 GENERAL,CONTROLLER 
"STRICKLAND, TONY",1005462,2010 GENERAL,CONTROLLER 
"BELIZ, LAWRENCE G.",,2010 GENERAL,CONTROLLER 
"FAVOR, ANDREW H.",,2010 GENERAL,CONTROLLER 
"FRANKEL, ROSS D.",,2010 GENERAL,CONTROLLER 
"MARTINEZ, KAREN LOIS",,2010 GENERAL,CONTROLLER 
"LOCKYER, BILL",1000654,2010 GENERAL,TREASURER 
"WALTERS, MIMI",1251751,2010 GENERAL,TREASURER 
"CRITTENDEN, CHARLES",,2010 GENERAL,TREASURER 
"LAUTEN, ROBERT E.",,2010 GENERAL,TREASURER 
"REIGER, DEBRA L.",,2010 GENERAL,TREASURER 
"TEYSSIER, EDWARD M.",,2010 GENERAL,TREASURER 
"COOLEY, STEVE",1323827,2010 GENERAL,ATTORNEY GENERAL 
"HARRIS, KAMALA D.",1313503,2010 GENERAL,ATTORNEY GENERAL 
"ALLEN, PETER V.",,2010 GENERAL,ATTORNEY GENERAL 
"EVANS, ROBERT J.",,2010 GENERAL,ATTORNEY GENERAL 
"HANNAN, TIMOTHY J.",,2010 GENERAL,ATTORNEY GENERAL 
"TEMPLIN, DIANE BEALL",,2010 GENERAL,ATTORNEY GENERAL 
"ACEVES, LARRY",1317760,2010 GENERAL,SUPERINTENDENT OF PUBLIC INSTRUCTION 
"TORLAKSON, TOM",1314864,2010 GENERAL,SUPERINTENDENT OF PUBLIC INSTRUCTION 
"JONES, DAVE",1224542,2010 GENERAL,INSURANCE COMMISSIONER 
"VILLINES, MICHAEL N.",1255183,2010 GENERAL,INSURANCE COMMISSIONER 
"BALDERSTON, WILLIAM J.",,2010 GENERAL,INSURANCE COMMISSIONER 
"BRONSTEIN, RICHARD S.",,2010 GENERAL,INSURANCE COMMISSIONER 
"PADILLA, DINA J.",,2010 GENERAL,INSURANCE COMMISSIONER 
"PEDERSEN, CLAYTON E.",,2010 GENERAL,INSURANCE COMMISSIONER 
"YEE, BETTY T.",1273041,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"BORG, SHERILL L.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"SCOTT, KEVIN R.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"WATSON, KENNITA L.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 01
"PARKER, CHRIS R.",1317701,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"RUNNER, GEORGE C.",1005399,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"MICHLIN, WILLARD D.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"MITCHELL-SAWYER, TOBY D.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 02
"STEEL, MICHELLE",1257034,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"DIXON, JERRY L.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"FINLEY, MARY LOU",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"HEISING-CHRISTIAN, MARY",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"LUSSENHEIDE, TERRI L.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 03
"HORTON, JEROME E.",1220801,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"DE BAETS, PETER D.",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"HOFFMAN, SHAWN",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"LAWRENCE, NANCY",,2010 GENERAL,MEMBER BOARD OF EQUALIZATION 04
"EVANS, NOREEN M.",1227859,2010 GENERAL,STATE SENATE 02
"WIESNER, LAWRENCE R.",,2010 GENERAL,STATE SENATE 02
"LA MALFA, DOUG",1239935,2010 GENERAL,STATE SENATE 04
"GILL, LATHE SHELDON",,2010 GENERAL,STATE SENATE 04
"STEINBERG, DARRELL",1005223,2010 GENERAL,STATE SENATE 06
"HYLAND, LANRIC",,2010 GENERAL,STATE SENATE 06
"TORNO, STEVE",,2010 GENERAL,STATE SENATE 06
"WEILAND, MARCEL C.",,2010 GENERAL,STATE SENATE 06
"YEE, LELAND Y.",1226856,2010 GENERAL,STATE SENATE 08
"PARK, DOO",,2010 GENERAL,STATE SENATE 08
"CORBETT, ELLEN",1005551,2010 GENERAL,STATE SENATE 10
"CHOU, IVAN C.",,2010 GENERAL,STATE SENATE 10
"MAFFIT, ROBERT B.",,2010 GENERAL,STATE SENATE 10
"CABALLERO, ANNA",1282323,2010 GENERAL,STATE SENATE 12
"CANNELLA, ANTHONY JOSEPH",1318121,2010 GENERAL,STATE SENATE 12
"BERRYHILL, TOM",1294245,2010 GENERAL,STATE SENATE 14
"JOHNSON, LARRY",,2010 GENERAL,STATE SENATE 14
"RUBIO, MICHAEL J.",1308516,2010 GENERAL,STATE SENATE 16
"THIESEN, TIMOTHY A.",1325253,2010 GENERAL,STATE SENATE 16
"FULLER, JEAN",1284988,2010 GENERAL,STATE SENATE 18
"POPE, CARTER N.",1316318,2010 GENERAL,STATE SENATE 18
"PADILLA, ALEX",1278243,2010 GENERAL,STATE SENATE 20
"EVANS, KATHLEEN S.",,2010 GENERAL,STATE SENATE 20
"GALYSH, ADRIAN B.",,2010 GENERAL,STATE SENATE 20
"DE LEON, KEVIN",1263266,2010 GENERAL,STATE SENATE 22
"HERNANDEZ, EDWARD P.",1266775,2010 GENERAL,STATE SENATE 24
"MORRISON, WILLIAM M.",1316414,2010 GENERAL,STATE SENATE 24
"PRICE, CURREN D.",1317525,2010 GENERAL,STATE SENATE 26
"HENDERSON, CINDY VARELA",,2010 GENERAL,STATE SENATE 26
"SHIFREN, NACHUM",,2010 GENERAL,STATE SENATE 26
"WEBER, JR., ROBERT G.",,2010 GENERAL,STATE SENATE 26
"OROPEZA, JENNY",1005665,2010 GENERAL,STATE SENATE 28
"STAMMREICH, JOHN S.",1317544,2010 GENERAL,STATE SENATE 28
"RUSKIN, DAVID",,2010 GENERAL,STATE SENATE 28
"CALDERON, RONALD",1235391,2010 GENERAL,STATE SENATE 30
"WILLIS, WARREN P.",1325618,2010 GENERAL,STATE SENATE 30
"MC LEOD, GLORIA NEGRETE",1005234,2010 GENERAL,STATE SENATE 32
"DE VRIES, EARL",,2010 GENERAL,STATE SENATE 32
"CORREA, LOU",1004849,2010 GENERAL,STATE SENATE 34
"KRING, LUCILLE",1325877,2010 GENERAL,STATE SENATE 34
"ANDERSON, JOEL C.",1004048,2010 GENERAL,STATE SENATE 36
"CLAY, PAUL",,2010 GENERAL,STATE SENATE 36
"METTI, MICHAEL S.",,2010 GENERAL,STATE SENATE 36
"WYLAND, MARK B.",1005714,2010 GENERAL,STATE SENATE 38
"JONES, GILA",,2010 GENERAL,STATE SENATE 38
"STONE, KRISTI",,2010 GENERAL,STATE SENATE 38
"VARGAS, JUAN C.",1005741,2010 GENERAL,STATE SENATE 40
"HENDRY, BRIAN J.",,2010 GENERAL,STATE SENATE 40
"BROOKS, KAREN",1325571,2010 GENERAL,ASSEMBLY 01
"CHESBRO, WESLEY",1005209,2010 GENERAL,ASSEMBLY 01
"NIELSEN, JIM",1299401,2010 GENERAL,ASSEMBLY 02
"HARRINGTON, MICHAEL ""MICKEY""",1283210,2010 GENERAL,ASSEMBLY 03
"LOGUE, DANIEL R.",1292895,2010 GENERAL,ASSEMBLY 03
"BRYANT, GARY C.",,2010 GENERAL,ASSEMBLY 03
"CAMPANALE, DENNIS J.",1307321,2010 GENERAL,ASSEMBLY 04
"GAINES, EDWARD T",1265444,2010 GENERAL,ASSEMBLY 04
"FREDERICK, DANIEL D.",,2010 GENERAL,ASSEMBLY 04
"PAN, RICHARD",1319205,2010 GENERAL,ASSEMBLY 05
"PUGNO, ANDREW",1318501,2010 GENERAL,ASSEMBLY 05
"MARTINEZ, ELIZABETH S.",,2010 GENERAL,ASSEMBLY 05
"HUFFMAN, JARED",1273044,2010 GENERAL,ASSEMBLY 06
"STEPHENS, ROBERT L.",1324411,2010 GENERAL,ASSEMBLY 06
"ALLEN, MICHAEL J.",1317458,2010 GENERAL,ASSEMBLY 07
"GENTRY, DORIS L.",1304912,2010 GENERAL,ASSEMBLY 07
"MOORE, KATHRYN N.",,2010 GENERAL,ASSEMBLY 07
"YAMADA, MARIKO M.",1295701,2010 GENERAL,ASSEMBLY 08
